level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2483	3508	-1	
2	1	1	0	0	0	1967	315	211	33	-1	
3	1	1	1	0	0	1967	315	211	33	-1	
4	1	1	1	1	0	1967	315	211	33	-1	
5	1	1	1	1	1	1967	315	89	33	96.700569	Your
5	1	1	1	1	2	2067	319	111	29	96.803841	notes
2	1	2	0	0	0	292	222	1490	1366	-1	
3	1	2	1	0	0	292	222	1490	1366	-1	
4	1	2	1	1	0	292	222	1490	1366	-1	
5	1	2	1	1	1	292	222	1490	1366	95.000000	 
2	1	3	0	0	0	271	1647	1021	34	-1	
3	1	3	1	0	0	271	1647	1021	34	-1	
4	1	3	1	1	0	271	1647	1021	34	-1	
5	1	3	1	1	1	271	1648	69	29	96.168556	KEY
5	1	3	1	1	2	424	1647	93	29	96.870056	BASE
5	1	3	1	1	3	606	1653	128	28	96.620026	SUGAR
5	1	3	1	1	4	768	1653	77	28	95.194748	AND
5	1	3	1	1	5	877	1653	221	28	94.324066	PHOSPHATE
5	1	3	1	1	6	1139	1653	153	28	96.366753	GROUPS
2	1	4	0	0	0	225	1610	1211	280	-1	
3	1	4	1	0	0	225	1610	1211	280	-1	
4	1	4	1	1	0	225	1610	1211	280	-1	
5	1	4	1	1	1	225	1610	1211	280	95.000000	   
2	1	5	0	0	0	943	1731	182	74	-1	
3	1	5	1	0	0	943	1731	182	74	-1	
4	1	5	1	1	0	943	1731	182	74	-1	
5	1	5	1	1	1	939	1727	28	82	94.575630	|
5	1	5	1	1	2	943	1731	182	74	56.115856	[=x
2	1	6	0	0	0	385	1832	992	47	-1	
3	1	6	1	0	0	385	1832	992	47	-1	
4	1	6	1	1	0	385	1832	992	47	-1	
5	1	6	1	1	1	385	1837	155	28	95.699593	ADENINE
5	1	6	1	1	2	642	1837	161	28	90.188354	THYMINE
5	1	6	1	1	3	927	1832	161	47	96.544434	GUANINE
5	1	6	1	1	4	1192	1837	185	28	96.187759	CYTOSINE
2	1	7	0	0	0	996	1901	188	13	-1	
3	1	7	1	0	0	996	1901	188	13	-1	
4	1	7	1	1	0	996	1901	188	13	-1	
5	1	7	1	1	1	996	1902	44	11	96.561058	Exams.
5	1	7	1	1	2	1049	1902	8	11	95.827629	All
5	1	7	1	1	3	1073	1897	42	25	96.920883	Rights
5	1	7	1	1	4	1123	1901	61	12	96.829346	Reserved
2	1	8	0	0	0	1066	1799	370	91	-1	
3	1	8	1	0	0	1066	1799	370	91	-1	
4	1	8	1	1	0	1066	1799	370	91	-1	
5	1	8	1	1	1	1066	1799	370	91	95.000000	 
2	1	9	0	0	0	582	2071	860	29	-1	
3	1	9	1	0	0	582	2071	860	29	-1	
4	1	9	1	1	0	582	2071	860	29	-1	
5	1	9	1	1	1	582	2072	79	28	96.474365	DNA
5	1	9	1	1	2	670	2071	187	29	93.402283	molecules
5	1	9	1	1	3	867	2072	85	28	95.516838	form
5	1	9	1	1	4	961	2079	19	21	96.675888	a
5	1	9	1	1	5	989	2072	50	28	96.178131	3D
5	1	9	1	1	6	1047	2071	127	29	96.235764	double
5	1	9	1	1	7	1183	2071	85	29	96.210892	helix
5	1	9	1	1	8	1274	2075	168	25	96.217125	structure
2	1	10	0	0	0	266	2209	93	94	-1	
3	1	10	1	0	0	266	2209	93	94	-1	
4	1	10	1	1	0	266	2209	93	94	-1	
5	1	10	1	1	1	266	2209	93	94	26.958342	Oo
2	1	11	0	0	0	269	2342	519	46	-1	
3	1	11	1	0	0	269	2342	519	46	-1	
4	1	11	1	1	0	269	2342	519	46	-1	
5	1	11	1	1	1	269	2343	200	36	96.474510	Examiner
5	1	11	1	1	2	476	2343	88	45	96.633492	Tips
5	1	11	1	1	3	574	2342	80	37	95.413597	and
5	1	11	1	1	4	663	2342	125	37	96.479294	Tricks
2	1	12	0	0	0	268	2437	1431	149	-1	
3	1	12	1	0	0	268	2437	1431	149	-1	
4	1	12	1	1	0	269	2437	1355	37	-1	
5	1	12	1	1	1	269	2437	91	29	96.889992	Make
5	1	12	1	1	2	370	2445	73	21	95.753670	sure
5	1	12	1	1	3	451	2445	63	29	93.861900	you
5	1	12	1	1	4	525	2445	61	21	93.353302	can
5	1	12	1	1	5	597	2445	96	21	93.353302	name
5	1	12	1	1	6	702	2437	56	29	95.589867	the
5	1	12	1	1	7	768	2437	153	29	95.622681	different
5	1	12	1	1	8	931	2441	227	33	96.260635	components
5	1	12	1	1	9	1167	2438	36	28	96.634804	of
5	1	12	1	1	10	1225	2445	4	21	85.193069	a
5	1	12	1	1	11	1242	2438	76	28	69.834412	DNA
5	1	12	1	1	12	1327	2437	162	29	69.834412	molecule
5	1	12	1	1	13	1499	2438	125	36	91.117432	(sugar-
4	1	12	1	2	0	268	2493	1383	37	-1	
5	1	12	1	2	1	268	2493	190	37	95.985359	phosphate
5	1	12	1	2	2	469	2493	188	34	96.213593	backbone,
5	1	12	1	2	3	669	2493	197	34	96.213593	nucleotide,
5	1	12	1	2	4	878	2493	282	37	95.848549	complementary
5	1	12	1	2	5	1170	2493	84	29	95.543221	base
5	1	12	1	2	6	1265	2494	90	36	96.206833	pairs,
5	1	12	1	2	7	1368	2493	283	37	56.301338	phosphodiester
4	1	12	1	3	0	268	2549	1431	37	-1	
5	1	12	1	3	1	268	2549	120	34	96.038422	bonds,
5	1	12	1	3	2	400	2549	168	37	96.395744	hydrogen
5	1	12	1	3	3	579	2549	122	34	95.840065	bonds)
5	1	12	1	3	4	710	2549	64	29	95.840065	and
5	1	12	1	3	5	786	2549	94	29	96.919754	make
5	1	12	1	3	6	890	2557	73	21	95.658875	sure
5	1	12	1	3	7	971	2557	63	29	95.658875	you
5	1	12	1	3	8	1045	2557	53	21	96.541290	are
5	1	12	1	3	9	1108	2549	75	29	96.121742	able
5	1	12	1	3	10	1192	2553	36	25	96.717995	to
5	1	12	1	3	11	1239	2549	108	29	96.729828	locate
5	1	12	1	3	12	1357	2549	98	29	96.345314	these
5	1	12	1	3	13	1465	2557	42	21	83.158081	on
5	1	12	1	3	14	1517	2557	17	21	83.158081	a
5	1	12	1	3	15	1545	2549	154	37	94.663673	diagram.
2	1	13	0	0	0	267	2643	1469	149	-1	
3	1	13	1	0	0	267	2643	1469	149	-1	
4	1	13	1	1	0	269	2643	1467	37	-1	
5	1	13	1	1	1	269	2643	194	29	95.682518	Remember
5	1	13	1	1	2	471	2643	69	29	96.409065	that
5	1	13	1	1	3	550	2643	290	37	96.143166	phosphodiester
5	1	13	1	1	4	853	2639	89	45	95.307602	bonds
5	1	13	1	1	5	962	2644	68	36	95.307602	join
5	1	13	1	1	6	1040	2643	56	29	96.808723	the
5	1	13	1	1	7	1107	2643	207	29	96.274406	nucleotides
5	1	13	1	1	8	1325	2644	26	28	96.745239	in
5	1	13	1	1	9	1360	2643	56	29	93.290291	the
5	1	13	1	1	10	1426	2643	310	37	91.488449	sugar-phosphate
4	1	13	1	2	0	268	2699	1436	37	-1	
5	1	13	1	2	1	268	2699	188	34	96.866470	backbone,
5	1	13	1	2	2	468	2699	63	29	96.556839	and
5	1	13	1	2	3	542	2699	173	37	96.686340	hydrogen
5	1	13	1	2	4	726	2695	93	45	95.109146	bonds
5	1	13	1	2	5	837	2700	69	36	93.993645	join
5	1	13	1	2	6	917	2699	56	29	96.268135	the
5	1	13	1	2	7	984	2699	103	29	95.820930	bases
5	1	13	1	2	8	1097	2700	36	28	96.826698	of
5	1	13	1	2	9	1142	2699	56	29	95.563759	the
5	1	13	1	2	10	1207	2703	66	25	95.777840	two
5	1	13	1	2	11	1283	2699	282	37	95.777840	complementary
5	1	13	1	2	12	1574	2699	130	29	95.574921	strands
4	1	13	1	3	0	267	2755	162	37	-1	
5	1	13	1	3	1	267	2755	162	37	96.775848	together.
2	1	14	0	0	0	267	2849	1468	150	-1	
3	1	14	1	0	0	267	2849	1468	150	-1	
4	1	14	1	1	0	269	2849	1462	37	-1	
5	1	14	1	1	1	269	2845	180	45	95.326530	Remember
5	1	14	1	1	2	467	2849	72	29	95.876160	that
5	1	14	1	1	3	549	2849	56	29	96.696617	the
5	1	14	1	1	4	616	2849	103	29	96.688522	bases
5	1	14	1	1	5	729	2857	54	21	95.325348	are
5	1	14	1	1	6	793	2849	288	37	95.325348	complementary,
5	1	14	1	1	7	1093	2857	40	21	96.234741	so
5	1	14	1	1	8	1142	2849	56	29	96.897430	the
5	1	14	1	1	9	1209	2849	211	29	95.635490	number
5	1	14	1	1	10	1356	2845	38	45	95.635490	of
5	1	14	1	1	11	1429	2863	17	11	61.984409	A=
5	1	14	1	1	12	1483	2849	63	29	52.798454	Tand
5	1	14	1	1	13	1557	2850	25	28	52.798454	C
5	1	14	1	1	14	1594	2850	64	28	88.451263	=G.
5	1	14	1	1	15	1669	2850	62	28	96.705147	You
4	1	14	1	2	0	267	2905	1468	37	-1	
5	1	14	1	2	1	267	2905	98	29	96.866982	could
5	1	14	1	2	2	377	2905	43	29	96.633018	be
5	1	14	1	2	3	430	2905	105	29	95.857681	asked
5	1	14	1	2	4	545	2909	35	25	95.857681	to
5	1	14	1	2	5	590	2905	181	29	96.678879	determine
5	1	14	1	2	6	782	2905	73	29	96.636360	how
5	1	14	1	2	7	864	2913	94	29	96.891159	many
5	1	14	1	2	8	967	2905	104	29	96.316376	bases
5	1	14	1	2	9	1081	2913	53	21	95.659286	are
5	1	14	1	2	10	1145	2909	134	33	95.659286	present
5	1	14	1	2	11	1290	2906	53	28	95.782341	ina
5	1	14	1	2	12	1355	2906	77	28	95.220634	DNA
5	1	14	1	2	13	1441	2905	161	29	94.773552	molecule
5	1	14	1	2	14	1613	2906	19	28	94.773552	if
5	1	14	1	2	15	1642	2906	93	36	96.859703	given
4	1	14	1	3	0	267	2962	624	37	-1	
5	1	14	1	3	1	267	2962	56	29	96.642296	the
5	1	14	1	3	2	334	2962	134	29	96.639999	number
5	1	14	1	3	3	477	2963	30	28	96.806351	of
5	1	14	1	3	4	517	2963	65	36	96.784111	just
5	1	14	1	3	5	592	2970	66	21	95.118362	one
5	1	14	1	3	6	668	2963	35	28	95.118362	of
5	1	14	1	3	7	712	2962	56	29	96.963913	the
5	1	14	1	3	8	779	2962	112	29	96.398331	bases.
2	1	15	0	0	0	201	3226	2081	82	-1	
3	1	15	1	0	0	201	3226	2081	82	-1	
