level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2483	3508	-1	
2	1	1	0	0	0	228	211	1950	142	-1	
3	1	1	1	0	0	228	211	1950	142	-1	
4	1	1	1	1	0	228	211	1887	83	-1	
5	1	1	1	1	1	228	222	13	12	70.609848	=
5	1	1	1	1	2	277	212	157	37	0.000000	Collagen
5	1	1	1	1	3	446	213	23	28	0.000000	is
5	1	1	1	1	4	479	212	139	29	80.184258	astable
5	1	1	1	1	5	628	213	124	36	95.448997	protein
5	1	1	1	1	6	762	212	66	29	93.341805	due
5	1	1	1	1	7	838	216	35	25	93.341805	to
5	1	1	1	1	8	882	212	56	29	96.171684	the
5	1	1	1	1	9	949	212	72	37	96.170547	high
5	1	1	1	1	10	1032	213	189	36	96.225121	proportion
5	1	1	1	1	11	1231	213	35	28	96.468086	of
5	1	1	1	1	12	1277	212	119	37	96.016411	proline
5	1	1	1	1	13	1407	212	63	29	96.016411	and
5	1	1	1	1	14	1482	212	260	37	96.346802	hydroxyproline
5	1	1	1	1	15	2033	211	82	83	0.000000	4
4	1	1	1	2	0	277	268	1762	37	-1	
5	1	1	1	2	1	277	269	106	28	96.407494	amino
5	1	1	1	2	2	394	268	92	29	96.407494	acids
5	1	1	1	2	3	497	272	143	33	96.392265	present.
5	1	1	1	2	4	651	268	104	29	95.592583	These
5	1	1	1	2	5	765	269	106	28	96.248627	amino
5	1	1	1	2	6	882	268	92	29	96.605888	acids
5	1	1	1	2	7	985	269	147	28	96.085373	increase
5	1	1	1	2	8	1142	268	138	37	96.519196	stability
5	1	1	1	2	9	1289	276	36	21	96.864845	as
5	1	1	1	2	10	1335	268	79	29	93.138229	their
5	1	1	1	2	11	1435	269	8	28	93.138229	R
5	1	1	1	2	12	1453	276	124	29	96.395035	groups
5	1	1	1	2	13	1588	268	86	37	95.746788	repel
5	1	1	1	2	14	1685	268	85	29	96.596344	each
4	1	1	1	3	0	277	315	1901	38	-1	
5	1	1	1	3	1	277	324	94	29	96.934731	other
5	1	1	1	3	2	1967	315	89	33	96.881760	Your
5	1	1	1	3	3	2067	319	111	29	96.370361	notes
2	1	2	0	0	0	202	418	1592	149	-1	
3	1	2	1	0	0	202	418	1592	149	-1	
4	1	2	1	1	0	228	418	1566	37	-1	
5	1	2	1	1	1	228	428	13	13	0.000000	»
5	1	2	1	1	2	275	418	182	37	90.491768	Thelength
5	1	2	1	1	3	467	419	36	28	95.959915	of
5	1	2	1	1	4	512	418	151	37	95.546204	collagen
5	1	2	1	1	5	675	418	180	29	94.691124	molecules
5	1	2	1	1	6	866	426	114	21	94.086952	means
5	1	2	1	1	7	990	418	77	37	94.086952	they
5	1	2	1	1	8	1075	418	76	29	95.336411	take
5	1	2	1	1	9	1160	422	60	25	95.048004	too
5	1	2	1	1	10	1231	418	74	37	95.048004	long
5	1	2	1	1	11	1316	422	35	25	96.047874	to
5	1	2	1	1	12	1361	418	143	29	93.838585	dissolve
5	1	2	1	1	13	1515	419	25	28	93.838585	in
5	1	2	1	1	14	1549	422	99	25	96.252960	water
5	1	2	1	1	15	1657	418	137	37	96.717453	(making
4	1	2	1	2	0	278	474	339	34	-1	
5	1	2	1	2	1	278	475	18	28	88.367897	it
5	1	2	1	2	2	307	474	156	29	88.367897	insoluble
5	1	2	1	2	3	474	475	25	28	94.079353	in
5	1	2	1	2	4	508	475	109	33	96.451912	water)
4	1	2	1	3	0	202	530	831	37	-1	
5	1	2	1	3	1	202	531	220	36	96.385208	Comparison
5	1	2	1	3	2	432	531	37	28	96.637329	of
5	1	2	1	3	3	478	530	160	37	93.280067	Collagen
5	1	2	1	3	4	650	531	24	28	92.635742	&
5	1	2	1	3	5	686	530	242	37	96.113007	Haemoglobin
5	1	2	1	3	6	937	530	96	29	96.652870	Table
2	1	3	0	0	0	747	737	828	44	-1	
3	1	3	1	0	0	747	737	828	44	-1	
4	1	3	1	1	0	747	737	828	44	-1	
5	1	3	1	1	1	747	737	201	44	96.259575	Collagen
5	1	3	1	1	2	1288	737	287	44	94.337608	Haemoglobin
2	1	4	0	0	0	306	855	1317	148	-1	
3	1	4	1	0	0	306	855	1317	148	-1	
4	1	4	1	1	0	306	855	1149	33	-1	
5	1	4	1	1	1	306	855	147	33	96.009430	Number
5	1	4	1	1	2	468	855	43	32	96.701691	of
5	1	4	1	1	3	857	855	19	32	96.990921	3
5	1	4	1	1	4	1431	856	24	31	96.632660	4
4	1	4	1	2	0	306	908	1317	42	-1	
5	1	4	1	2	1	306	908	236	41	96.659828	polypeptide
5	1	4	1	2	2	556	908	124	32	94.382278	chains
5	1	4	1	2	3	702	904	17	50	87.271217	|
5	1	4	1	2	4	744	908	124	42	95.034538	(triple
5	1	4	1	2	5	884	908	104	32	95.023186	helix)
5	1	4	1	2	6	1288	908	38	32	96.047005	(2
5	1	4	1	2	7	1341	918	18	22	91.252945	x
5	1	4	1	2	8	1373	908	172	39	84.544739	a-globin
5	1	4	1	2	9	1562	908	61	32	95.887215	and
4	1	4	1	3	0	1298	961	257	42	-1	
5	1	4	1	3	1	1298	961	24	32	96.688461	2
5	1	4	1	3	2	1338	971	18	22	91.963020	x
5	1	4	1	3	3	1372	961	183	42	58.752480	B-globin)
2	1	5	0	0	0	306	1302	1404	95	-1	
3	1	5	1	0	0	306	1302	1404	95	-1	
4	1	5	1	1	0	306	1302	1188	33	-1	
5	1	5	1	1	1	306	1303	88	31	96.078033	Main
5	1	5	1	1	2	409	1302	175	33	96.001549	Function
5	1	5	1	1	3	747	1302	217	33	95.724205	Structural
5	1	5	1	1	4	978	1303	223	32	96.121559	(connective
5	1	5	1	1	5	1288	1302	206	33	95.356606	Functional
4	1	5	1	2	0	747	1356	963	41	-1	
5	1	5	1	2	1	747	1359	115	29	96.575211	tissue
5	1	5	1	2	2	877	1367	65	28	96.575401	e.g.
5	1	5	1	2	3	956	1356	161	38	96.239738	tendons,
5	1	5	1	2	4	1131	1356	81	32	92.011284	skin)
5	1	5	1	2	5	1245	1352	21	49	95.245132	|
5	1	5	1	2	6	1288	1356	206	41	96.164886	(transport
5	1	5	1	2	7	1508	1356	42	32	96.469177	of
5	1	5	1	2	8	1565	1356	145	39	96.276146	oxygen)
2	1	6	0	0	0	305	1466	1153	149	-1	
3	1	6	1	0	0	305	1466	1153	149	-1	
4	1	6	1	1	0	305	1466	1153	50	-1	
5	1	6	1	1	1	305	1470	119	32	96.266342	Amino
5	1	6	1	1	2	439	1470	79	32	45.159115	acid
5	1	6	1	1	3	747	1466	206	50	96.348907	Repetitive
5	1	6	1	1	4	1288	1470	170	32	96.295082	Variable
4	1	6	1	2	0	306	1523	877	39	-1	
5	1	6	1	2	1	306	1526	186	29	94.803711	variation
5	1	6	1	2	2	748	1523	117	39	96.385033	(every
5	1	6	1	2	3	878	1523	94	32	96.627975	third
5	1	6	1	2	4	988	1526	105	29	95.595566	amino
5	1	6	1	2	5	1108	1523	75	32	85.621490	acid
4	1	6	1	3	0	757	1575	188	40	-1	
5	1	6	1	3	1	757	1579	26	29	96.764847	is
5	1	6	1	3	2	798	1575	147	40	96.251022	glycine)
2	1	7	0	0	0	306	1690	1306	93	-1	
3	1	7	1	0	0	306	1690	1306	93	-1	
4	1	7	1	1	0	306	1690	1306	41	-1	
5	1	7	1	1	1	306	1690	224	32	96.660690	Prosthetic
5	1	7	1	1	2	544	1698	113	33	96.281334	group
5	1	7	1	1	3	1288	1690	67	31	96.734772	Yes
5	1	7	1	1	4	1369	1690	109	31	86.018921	(haem
5	1	7	1	1	5	1493	1690	119	41	96.594543	group)
4	1	7	1	2	0	306	1746	155	37	-1	
5	1	7	1	2	1	306	1746	155	37	95.613045	present
2	1	8	0	0	0	306	1852	1306	48	-1	
3	1	8	1	0	0	306	1852	1306	48	-1	
4	1	8	1	1	0	306	1852	1306	48	-1	
5	1	8	1	1	1	306	1852	200	48	91.910423	Solubility
5	1	8	1	1	2	748	1856	168	33	94.747627	Insoluble
5	1	8	1	1	3	931	1860	27	28	95.312035	in
5	1	8	1	1	4	972	1860	121	28	95.312035	water
5	1	8	1	1	5	1288	1856	147	33	76.357460	Soluble
5	1	8	1	1	6	1449	1860	27	28	95.588669	in
5	1	8	1	1	7	1491	1860	121	28	96.053841	water
2	1	9	0	0	0	851	1951	271	15	-1	
3	1	9	1	0	0	851	1951	271	15	-1	
4	1	9	1	1	0	851	1951	271	15	-1	
5	1	9	1	1	1	851	1955	12	11	58.843937	oF
5	1	9	1	1	2	909	1955	18	6	60.917046	to
5	1	9	1	1	3	1017	1956	1	6	96.332954	ams.
5	1	9	1	1	4	1052	1943	17	29	78.150360	All
5	1	9	1	1	5	1072	1951	50	13	89.638924	Rights
5	1	9	1	1	6	1119	1943	6	29	89.638924	F
2	1	10	0	0	0	266	648	1498	1289	-1	
3	1	10	1	0	0	266	648	1498	1289	-1	
4	1	10	1	1	0	266	648	1498	1289	-1	
5	1	10	1	1	1	266	648	1498	1289	95.000000	 
2	1	11	0	0	0	201	3226	2082	82	-1	
3	1	11	1	0	0	201	3226	2082	82	-1	
4	1	11	1	1	0	201	3226	2082	82	-1	
5	1	11	1	1	1	201	3226	49	82	96.968155	4
5	1	11	1	1	2	262	3248	310	47	91.673691	SaveMyExams
5	1	11	1	1	3	705	3254	27	27	96.483147	©
5	1	11	1	1	4	746	3254	82	27	96.483147	2026
5	1	11	1	1	5	841	3254	78	27	96.338509	Save
5	1	11	1	1	6	934	3254	49	36	96.091179	My
5	1	11	1	1	7	996	3254	117	32	96.561737	Exams,
5	1	11	1	1	8	1130	3252	59	30	95.824814	Ltd.
5	1	11	1	1	9	1230	3248	21	50	68.479515	|
5	1	11	1	1	10	1264	3254	58	27	74.252037	Get
5	1	11	1	1	11	1336	3260	89	21	95.294182	more
5	1	11	1	1	12	1438	3252	62	29	95.294182	and
5	1	11	1	1	13	1515	3260	56	21	96.879639	ace
5	1	11	1	1	14	1583	3261	79	29	96.492706	your
5	1	11	1	1	15	1674	3260	110	21	95.760445	exams
5	1	11	1	1	16	1797	3256	32	25	92.806404	at
5	1	11	1	1	17	1841	3261	327	29	91.855621	savemyexams.com
5	1	11	1	1	18	2243	3254	40	27	88.685036	14
