level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2483	3508	-1	
2	1	1	0	0	0	241	211	1937	167	-1	
3	1	1	1	0	0	241	211	1937	153	-1	
4	1	1	1	1	0	241	211	1874	95	-1	
5	1	1	1	1	1	241	251	126	44	94.051788	Core
5	1	1	1	1	2	381	251	226	44	94.051788	Practical
5	1	1	1	1	3	620	252	48	42	96.914185	4:
5	1	1	1	1	4	687	252	336	54	96.002533	Investigating
5	1	1	1	1	5	1035	251	85	44	96.795952	the
5	1	1	1	1	6	1134	252	117	43	96.573372	Rate
5	1	1	1	1	7	1263	251	54	44	96.647568	of
5	1	1	1	1	8	1331	252	201	54	96.450478	Enzyme
5	1	1	1	1	9	2033	211	82	83	14.671535	o
4	1	1	1	2	0	242	315	1936	63	-1	
5	1	1	1	2	1	242	317	258	61	96.245407	Reactions
5	1	1	1	2	2	1967	315	89	32	96.959305	Your
5	1	1	1	2	3	2067	319	111	28	96.800941	notes
2	1	2	0	0	0	206	467	1268	168	-1	
3	1	2	1	0	0	206	467	1268	168	-1	
4	1	2	1	1	0	206	467	1268	83	-1	
5	1	2	1	1	1	206	468	504	82	96.262718	Investigating
5	1	2	1	1	2	728	467	128	65	96.773521	the
5	1	2	1	1	3	877	468	175	64	96.918831	Rate
5	1	2	1	1	4	1071	467	81	65	96.477249	of
5	1	2	1	1	5	1172	468	302	82	95.553841	Enzyme
4	1	2	1	2	0	206	571	387	64	-1	
5	1	2	1	2	1	206	571	387	64	96.761147	Reactions
2	1	3	0	0	0	200	702	337	53	-1	
3	1	3	1	0	0	200	702	337	53	-1	
4	1	3	1	1	0	200	702	337	53	-1	
5	1	3	1	1	1	200	702	337	53	96.131676	Temperature
2	1	4	0	0	0	228	806	1448	93	-1	
3	1	4	1	0	0	228	806	1448	93	-1	
4	1	4	1	1	0	228	806	1448	36	-1	
5	1	4	1	1	1	228	816	13	12	63.187275	=»
5	1	4	1	1	2	278	806	152	36	89.533127	Enzymes
5	1	4	1	1	3	442	806	79	28	89.533127	have
5	1	4	1	1	4	532	813	17	21	88.740822	a
5	1	4	1	1	5	559	806	143	36	88.740822	specific
5	1	4	1	1	6	712	806	162	36	96.278381	optimum
5	1	4	1	1	7	884	809	228	33	93.257729	temperature
5	1	4	1	1	8	1123	823	16	2	69.010139	-
5	1	4	1	1	9	1149	806	56	28	96.237389	the
5	1	4	1	1	10	1215	809	221	33	96.487442	temperature
5	1	4	1	1	11	1447	809	31	25	96.829529	at
5	1	4	1	1	12	1487	806	101	28	96.047989	which
5	1	4	1	1	13	1598	806	78	36	96.047989	they
4	1	4	1	2	0	277	863	701	36	-1	
5	1	4	1	2	1	277	863	145	36	93.117470	catalyse
5	1	4	1	2	2	433	863	172	28	91.868156	areaction
5	1	4	1	2	3	616	866	32	25	96.650627	at
5	1	4	1	2	4	657	863	56	28	96.303719	the
5	1	4	1	2	5	723	863	175	28	95.568794	maximum
5	1	4	1	2	6	908	866	70	25	95.568794	rate
2	1	5	0	0	0	228	956	1517	130	-1	
3	1	5	1	0	0	228	956	1517	130	-1	
4	1	5	1	1	0	228	956	1517	36	-1	
5	1	5	1	1	1	228	966	13	12	84.968071	=»
5	1	5	1	1	2	278	956	111	28	89.500114	Lower
5	1	5	1	1	3	397	959	248	33	89.500114	temperatures
5	1	5	1	1	4	655	956	101	28	93.487221	either
