level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2483	3508	-1	
2	1	1	0	0	0	303	211	1812	94	-1	
3	1	1	1	0	0	303	211	1812	94	-1	
4	1	1	1	1	0	303	211	1812	83	-1	
5	1	1	1	1	1	303	222	13	12	80.653000	=
5	1	1	1	1	2	350	213	100	28	91.654785	Thisis
5	1	1	1	1	3	460	213	70	36	92.759438	why
5	1	1	1	1	4	540	213	108	28	90.444557	DNAis
5	1	1	1	1	5	658	213	55	28	95.760185	the
5	1	1	1	1	6	724	216	135	33	95.760185	storage
5	1	1	1	1	7	871	213	160	28	96.432358	molecule
5	1	1	1	1	8	1042	213	63	28	96.273277	and
5	1	1	1	1	9	1118	213	72	28	61.180161	RNA
5	1	1	1	1	10	1200	213	22	28	61.180161	is
5	1	1	1	1	11	1232	213	56	28	96.816223	the
5	1	1	1	1	12	1298	216	163	33	95.979721	transport
5	1	1	1	1	13	1472	213	160	28	95.979721	molecule
5	1	1	1	1	14	1642	213	99	28	94.515900	witha
5	1	1	1	1	15	2033	211	82	83	0.000000	4
4	1	1	1	2	0	352	269	1703	36	-1	
5	1	1	1	2	1	352	269	125	28	95.040436	shorter
5	1	1	1	2	2	494	265	151	44	93.852203	molecular
5	1	1	1	2	3	663	265	143	44	93.852203	lifespan
5	1	1	1	2	4	2053	271	2	2	27.606153	’
2	1	2	0	0	0	846	372	339	28	-1	
3	1	2	1	0	0	846	372	339	28	-1	
4	1	2	1	1	0	846	372	339	28	-1	
5	1	2	1	1	1	846	372	74	28	95.996849	RNA
5	1	2	1	1	2	952	372	233	28	95.996849	NUCLEOTIDE
2	1	3	0	0	0	464	446	431	79	-1	
3	1	3	1	0	0	464	446	431	79	-1	
4	1	3	1	1	0	464	446	431	79	-1	
5	1	3	1	1	1	464	446	20	79	96.797256	|
5	1	3	1	1	2	503	446	212	79	96.165535	PHOSPHATE
5	1	3	1	1	3	745	470	127	28	95.705925	GROUP
5	1	3	1	1	4	893	450	2	70	92.832321	|
2	1	4	0	0	0	638	535	996	179	-1	
3	1	4	1	0	0	638	535	996	179	-1	
4	1	4	1	1	0	638	535	996	135	-1	
5	1	4	1	1	1	638	535	120	135	48.976158	QQ
5	1	4	1	1	2	1244	601	267	28	89.551521	NITROGENOUS
5	1	4	1	1	3	1541	601	93	27	89.551521	BASE
4	1	4	1	2	0	765	648	758	37	-1	
5	1	4	1	2	1	765	656	50	29	95.935013	CH
5	1	4	1	2	2	1343	648	44	33	91.318329	(A,
5	1	4	1	2	3	1399	648	31	33	91.318329	C,
5	1	4	1	2	4	1443	648	33	33	92.381332	G,
5	1	4	1	2	5	1489	648	34	28	90.030037	U)
4	1	4	1	3	0	743	689	15	25	-1	
5	1	4	1	3	1	743	689	15	25	96.141403	5
2	1	5	0	0	0	1967	315	211	32	-1	
3	1	5	1	0	0	1967	315	211	32	-1	
