level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2483	3508	-1	
2	1	1	0	0	0	228	211	1887	83	-1	
3	1	1	1	0	0	228	211	1887	83	-1	
4	1	1	1	1	0	228	211	1887	83	-1	
5	1	1	1	1	1	228	222	13	12	85.919785	=»
5	1	1	1	1	2	278	213	152	36	92.407936	Enzymes
5	1	1	1	1	3	441	220	53	21	92.407936	are
5	1	1	1	1	4	504	213	149	36	96.531937	globular
5	1	1	1	1	5	662	213	149	36	95.759048	proteins
5	1	1	1	1	6	820	213	71	28	96.697685	with
5	1	1	1	1	7	901	213	158	36	95.503220	complex
5	1	1	1	1	8	1068	213	134	36	95.418839	tertiary
5	1	1	1	1	9	1210	216	185	25	95.541801	structures
5	1	1	1	1	10	2033	211	82	83	0.000000	4
2	1	2	0	0	0	303	306	1446	93	-1	
3	1	2	1	0	0	303	306	1446	93	-1	
4	1	2	1	1	0	303	306	1446	36	-1	
5	1	2	1	1	1	303	316	13	12	49.736786	=»
5	1	2	1	1	2	352	306	165	28	91.832115	Someare
5	1	2	1	1	3	527	306	129	28	95.679176	formed
5	1	2	1	1	4	666	306	83	28	90.564476	froma
5	1	2	1	1	5	787	306	101	36	90.564476	single
5	1	2	1	1	6	900	306	226	36	96.094803	polypeptide,
5	1	2	1	1	7	1136	306	100	28	96.325539	whilst
5	1	2	1	1	8	1247	306	110	28	96.742638	others
5	1	2	1	1	9	1368	313	53	21	95.963470	are
5	1	2	1	1	10	1432	306	99	28	96.290611	made
5	1	2	1	1	11	1541	313	42	29	95.276962	up
5	1	2	1	1	12	1594	306	35	28	95.947052	of
5	1	2	1	1	13	1638	309	65	25	95.074142	two
5	1	2	1	1	14	1714	313	35	21	96.840012	or
4	1	2	1	2	0	353	363	1088	36	-1	
5	1	2	1	2	1	353	370	89	21	96.635574	more
5	1	2	1	2	2	453	363	237	36	95.780457	polypeptides
5	1	2	1	2	3	701	363	63	28	96.698982	and
5	1	2	1	2	4	774	363	165	28	94.871498	therefore
5	1	2	1	2	5	951	363	79	28	94.729591	have
5	1	2	1	2	6	1041	370	17	21	96.556862	a
5	1	2	1	2	7	1068	366	199	33	96.198853	quaternary
5	1	2	1	2	8	1276	366	165	25	96.659142	structure
2	1	3	0	0	0	1967	315	211	32	-1	
3	1	3	1	0	0	1967	315	211	32	-1	
4	1	3	1	1	0	1967	315	211	32	-1	
5	1	3	1	1	1	1967	315	89	32	96.700569	Your
5	1	3	1	1	2	2067	319	111	28	96.803841	notes
2	1	4	0	0	0	228	456	1557	224	-1	
3	1	4	1	0	0	228	456	1557	224	-1	
4	1	4	1	1	0	228	456	1557	36	-1	
5	1	4	1	1	1	228	466	13	12	60.830463	=»
5	1	4	1	1	2	278	456	180	28	95.336479	Metabolic
5	1	4	1	1	3	469	456	430	36	94.045334	pathways
5	1	4	1	1	4	649	452	56	44	95.989670	are
5	1	4	1	1	5	722	456	177	36	95.989670	controlled
5	1	4	1	1	6	917	456	36	36	96.164116	by
5	1	4	1	1	7	972	452	124	44	94.803406	enzymes
5	1	4	1	1	8	1118	456	33	28	94.054123	in
5	1	4	1	1	9	1166	463	13	21	62.853424	a
5	1	4	1	1	10	1190	456	376	36	62.853424	biochemical
5	1	4	1	1	11	1423	452	132	44	96.233955	cascade
5	1	4	1	1	12	1577	456	30	28	96.338791	of
5	1	4	1	1	13	1622	456	163	28	96.372559	reactions
4	1	4	1	2	0	303	550	1185	28	-1	
5	1	4	1	2	1	303	559	13	13	69.014450	=»
5	1	4	1	2	2	353	546	198	45	0.000000	Metabolism
5	1	4	1	2	3	569	550	23	28	0.000000	is
5	1	4	1	2	4	610	546	233	45	90.794899	acombination
5	1	4	1	2	5	861	550	37	28	96.918991	of
5	1	4	1	2	6	914	546	147	45	96.561081	anabolic
5	1	4	1	2	7	1075	550	57	28	95.627289	and
5	1	4	1	2	8	1146	546	166	45	96.388184	catabolic
5	1	4	1	2	9	1326	550	162	28	96.629738	reactions
4	1	4	1	3	0	378	644	984	36	-1	
5	1	4	1	3	1	378	653	13	13	73.579643	=»
5	1	4	1	3	2	428	644	71	28	94.579407	New
5	1	4	1	3	3	518	644	247	28	94.579407	molecules
5	1	4	1	3	4	704	640	55	44	94.063431	are
5	1	4	1	3	5	776	644	251	36	96.490997	built
5	1	4	1	3	6	872	640	34	44	96.803764	up
5	1	4	1	3	7	924	644	103	36	96.252739	during
5	1	4	1	3	8	1039	644	149	28	96.256783	anabolic
5	1	4	1	3	9	1199	644	163	28	96.647736	reactions
2	1	5	0	0	0	378	738	1391	84	-1	
3	1	5	1	0	0	378	738	1391	84	-1	
4	1	5	1	1	0	378	738	1391	36	-1	
5	1	5	1	1	1	378	747	13	12	79.905251	=»
5	1	5	1	1	2	428	738	106	36	96.103035	Large,
5	1	5	1	1	3	546	738	153	36	96.069511	complex
5	1	5	1	1	4	708	738	180	28	96.069511	molecules
5	1	5	1	1	5	899	745	53	21	96.430931	are
5	1	5	1	1	6	963	738	126	28	96.108864	broken
5	1	5	1	1	7	1098	738	102	28	94.651993	down
5	1	5	1	1	8	1211	738	63	28	94.651993	into
5	1	5	1	1	9	1285	738	131	33	96.447701	smaller,
5	1	5	1	1	10	1427	738	129	36	96.697021	simpler
5	1	5	1	1	11	1565	745	84	21	96.272133	ones
5	1	5	1	1	12	1660	738	109	36	96.344788	during
4	1	5	1	2	0	427	794	338	28	-1	
5	1	5	1	2	1	427	794	164	28	96.584976	catabolic
5	1	5	1	2	2	602	794	163	28	96.606697	reactions
2	1	6	0	0	0	303	888	1494	129	-1	
3	1	6	1	0	0	303	888	1494	129	-1	
4	1	6	1	1	0	303	888	1494	36	-1	
5	1	6	1	1	1	303	897	13	12	46.231110	=
5	1	6	1	1	2	351	888	139	36	95.872253	Virtually
5	1	6	1	1	3	499	895	95	29	95.801979	every
5	1	6	1	1	4	604	888	177	28	96.062355	metabolic
5	1	6	1	1	5	792	888	143	28	96.425400	reaction
5	1	6	1	1	6	945	888	101	28	96.425400	within
5	1	6	1	1	7	1058	888	85	36	95.987633	living
5	1	6	1	1	8	1155	888	181	36	96.461357	organisms
5	1	6	1	1	9	1348	888	22	28	95.930168	is
5	1	6	1	1	10	1381	888	170	36	95.975456	catalysed
5	1	6	1	1	11	1563	888	41	36	96.491501	by
5	1	6	1	1	12	1613	895	39	21	96.826027	an
5	1	6	1	1	13	1663	895	134	29	96.356598	enzyme
4	1	6	1	2	0	303	981	859	36	-1	
5	1	6	1	2	1	303	991	13	12	88.737114	=»
5	1	6	1	2	2	353	977	133	44	42.318237	Enzymes
5	1	6	1	2	3	504	988	56	21	42.318237	are
5	1	6	1	2	4	579	977	157	44	95.858696	therefore
5	1	6	1	2	5	755	977	145	44	95.858696	essential
5	1	6	1	2	6	918	977	36	44	83.498718	for
5	1	6	1	2	7	973	981	52	28	83.498718	life
5	1	6	1	2	8	1039	984	30	25	96.155525	to
5	1	6	1	2	9	1083	981	79	28	96.252396	exist
2	1	7	0	0	0	228	1075	1542	84	-1	
3	1	7	1	0	0	228	1075	1542	84	-1	
4	1	7	1	1	0	228	1075	1542	36	-1	
5	1	7	1	1	1	228	1084	13	13	76.746689	=
5	1	7	1	1	2	276	1075	202	36	90.741028	Allenzymes
5	1	7	1	1	3	489	1082	53	21	95.073006	are
5	1	7	1	1	4	553	1075	149	36	96.341820	proteins
5	1	7	1	1	5	711	1075	68	28	93.656250	that
5	1	7	1	1	6	790	1082	52	21	96.866997	are
5	1	7	1	1	7	854	1075	174	36	96.125389	produced
5	1	7	1	1	8	1038	1075	46	28	95.108643	via
5	1	7	1	1	9	1094	1075	55	28	95.108643	the
5	1	7	1	1	10	1161	1082	141	29	95.337135	process
5	1	7	1	1	11	1313	1075	35	28	95.337135	of
5	1	7	1	1	12	1358	1075	124	36	95.203972	protein
5	1	7	1	1	13	1492	1075	162	36	95.203972	synthesis
5	1	7	1	1	14	1665	1075	105	28	95.673836	inside
4	1	7	1	2	0	276	1131	81	28	-1	
5	1	7	1	2	1	276	1131	81	28	96.425102	cells
2	1	8	0	0	0	228	1225	1542	36	-1	
3	1	8	1	0	0	228	1225	1542	36	-1	
4	1	8	1	1	0	228	1225	1542	36	-1	
5	1	8	1	1	1	228	1234	13	13	78.011772	=»
5	1	8	1	1	2	277	1225	102	28	87.215561	Some
5	1	8	1	1	3	390	1232	153	29	87.215561	enzymes
5	1	8	1	1	4	554	1225	120	28	95.672531	remain
5	1	8	1	1	5	685	1225	105	28	95.553566	inside
5	1	8	1	1	6	800	1225	86	33	96.628395	cells,
5	1	8	1	1	7	897	1225	100	28	96.438034	whilst
5	1	8	1	1	8	1007	1225	110	28	96.037415	others
5	1	8	1	1	9	1128	1232	53	21	96.009995	are
5	1	8	1	1	10	1191	1225	162	28	95.997055	secreted
5	1	8	1	1	11	1363	1228	35	25	96.531517	to
5	1	8	1	1	12	1407	1225	86	28	95.860291	work
5	1	8	1	1	13	1501	1225	136	28	95.861954	outside
5	1	8	1	1	14	1648	1225	35	28	96.981102	of
5	1	8	1	1	15	1693	1225	77	28	96.600334	cells
2	1	9	0	0	0	228	1319	1560	92	-1	
3	1	9	1	0	0	228	1319	1560	92	-1	
4	1	9	1	1	0	228	1319	1560	36	-1	
5	1	9	1	1	1	228	1328	13	13	86.869781	=»
5	1	9	1	1	2	278	1319	152	36	60.287834	Enzymes
5	1	9	1	1	3	441	1326	61	21	60.287834	can
5	1	9	1	1	4	513	1319	43	28	69.783768	be
5	1	9	1	1	5	567	1319	213	28	69.783768	intracellular
5	1	9	1	1	6	789	1326	34	21	96.442879	or
5	1	9	1	1	7	831	1319	226	28	95.309517	extracellular
5	1	9	1	1	8	1066	1319	147	36	95.309517	referring
5	1	9	1	1	9	1223	1322	35	25	96.458748	to
5	1	9	1	1	10	1268	1319	145	28	96.662392	whether
5	1	9	1	1	11	1421	1319	77	36	95.758553	they
5	1	9	1	1	12	1507	1326	53	21	95.263031	are
5	1	9	1	1	13	1571	1319	105	28	95.263031	active
5	1	9	1	1	14	1687	1319	101	28	96.435638	inside
4	1	9	1	2	0	277	1375	538	36	-1	
5	1	9	1	2	1	277	1382	35	21	96.631737	or
5	1	9	1	2	2	321	1375	132	28	96.384109	outside
5	1	9	1	2	3	463	1375	55	28	95.543495	the
5	1	9	1	2	4	529	1375	58	28	95.548622	cell
5	1	9	1	2	5	599	1375	216	36	95.548622	respectively
2	1	10	0	0	0	303	1469	1166	36	-1	
3	1	10	1	0	0	303	1469	1166	36	-1	
4	1	10	1	1	0	303	1469	1166	36	-1	
5	1	10	1	1	1	303	1478	13	13	58.656837	=
5	1	10	1	1	2	353	1469	213	28	93.386826	Intracellular
5	1	10	1	1	3	575	1476	153	29	93.386826	enzymes
5	1	10	1	1	4	739	1476	52	21	96.440422	are
5	1	10	1	1	5	802	1469	178	36	96.485886	produced
5	1	10	1	1	6	991	1469	63	28	93.290108	and
5	1	10	1	1	7	1064	1469	151	28	96.572861	function
5	1	10	1	1	8	1226	1469	104	28	96.159851	inside
5	1	10	1	1	9	1339	1469	59	28	96.391205	the
5	1	10	1	1	10	1407	1469	62	28	96.391205	cell
2	1	11	0	0	0	303	1563	1448	92	-1	
3	1	11	1	0	0	303	1563	1448	92	-1	
4	1	11	1	1	0	303	1563	1448	36	-1	
5	1	11	1	1	1	303	1572	13	12	80.076965	=
5	1	11	1	1	2	353	1563	223	28	92.444366	Extracellular
5	1	11	1	1	3	585	1570	153	29	92.444366	enzymes
5	1	11	1	1	4	749	1570	53	21	96.174370	are
5	1	11	1	1	5	812	1563	162	28	96.209282	secreted
5	1	11	1	1	6	985	1563	42	36	96.804306	by
5	1	11	1	1	7	1036	1563	77	28	96.720924	cells
5	1	11	1	1	8	1124	1563	63	28	96.542099	and
5	1	11	1	1	9	1198	1563	146	36	95.895935	catalyse
5	1	11	1	1	10	1355	1563	162	28	96.240509	reactions
5	1	11	1	1	11	1527	1563	137	28	96.592850	outside
5	1	11	1	1	12	1674	1563	77	28	96.509560	cells
4	1	11	1	2	0	352	1619	582	36	-1	
5	1	11	1	2	1	352	1619	64	36	96.340950	(eg.
5	1	11	1	2	2	428	1619	162	36	96.421776	digestive
5	1	11	1	2	3	600	1626	154	29	96.465103	enzymes
5	1	11	1	2	4	765	1619	25	28	96.269363	in
5	1	11	1	2	5	800	1619	56	28	96.423607	the
5	1	11	1	2	6	866	1619	68	36	96.676361	gut)
2	1	12	0	0	0	203	1713	753	36	-1	
3	1	12	1	0	0	203	1713	753	36	-1	
4	1	12	1	1	0	203	1713	753	36	-1	
5	1	12	1	1	1	203	1713	213	28	92.856277	Intracellular
5	1	12	1	1	2	426	1713	24	28	92.856277	&
5	1	12	1	1	3	462	1713	224	28	95.874992	Extracellular
5	1	12	1	1	4	695	1713	157	36	95.355690	Enzymes
5	1	12	1	1	5	861	1713	95	28	95.965126	Table
2	1	13	0	0	0	201	3226	2081	82	-1	
3	1	13	1	0	0	201	3226	2081	82	-1	
4	1	13	1	1	0	201	3226	2081	82	-1	
5	1	13	1	1	1	201	3226	49	82	96.968155	4
5	1	13	1	1	2	262	3248	310	47	91.673691	SaveMyExams
5	1	13	1	1	3	705	3254	27	27	96.346931	©
5	1	13	1	1	4	746	3254	82	27	96.346931	2026
5	1	13	1	1	5	841	3254	78	27	96.638763	Save
5	1	13	1	1	6	934	3254	49	36	96.767723	My
5	1	13	1	1	7	996	3254	117	32	95.792419	Exams,
